x,y,z,pitch,yaw,roll
335.489990234,273.74331665,0.299999982119,0.0,90.0000457764,0.0
299.399993896,133.240036011,0.299999982119,0.0,-9.1552734375e-05,0.0
299.399993896,129.75,0.299999982119,0.0,179.999755859,0.0
299.399993896,59.3300361633,0.299999982119,0.0,-9.1552734375e-05,0.0
299.399993896,55.8400001526,0.299999982119,0.0,179.999755859,0.0
272.290008545,59.3300361633,0.299999982119,0.0,-9.1552734375e-05,0.0
272.290008545,55.8400001526,0.299999982119,0.0,179.999755859,0.0
234.269989014,59.3300170898,0.299999982119,0.0,-9.1552734375e-05,0.0
234.269989014,55.8400192261,0.299999982119,0.0,179.999755859,0.0
202.550003052,59.3300170898,0.299999982119,0.0,-9.1552734375e-05,0.0
202.550003052,55.8400001526,0.299999982119,0.0,179.999755859,0.0
92.1099853516,227.220001221,0.299999982119,0.0,-90.0002975464,0.0
144.059280396,133.239883423,0.299999982119,0.0,-9.1552734375e-05,0.0
191.080001831,55.8400001526,0.299999982119,0.0,179.999755859,0.0
153.759994507,28.8999996185,0.299999982119,0.0,90.0000457764,0.0
144.059280396,129.749862671,0.299999982119,0.0,179.999755859,0.0
176.589492798,133.239151001,0.299999982119,0.0,-9.1552734375e-05,0.0
158.080001831,27.1800003052,0.299999982119,0.0,-90.0002975464,0.0
295.081756592,199.060302734,0.299999982119,0.0,-9.1552734375e-05,0.0
295.081756592,195.5703125,0.299999982119,0.0,179.999755859,0.0
258.26184082,199.060028076,0.299999982119,0.0,-9.1552734375e-05,0.0
258.26184082,195.570037842,0.299999982119,0.0,179.999755859,0.0
88.6199798584,226.905639648,0.299999982119,0.0,90.0000457764,0.0
233.543777466,198.759719849,0.299999982119,0.0,-9.1552734375e-05,0.0
234.714874268,195.269638062,0.299999982119,0.0,179.999755859,0.0
181.172927856,198.759796143,0.299999982119,0.0,-9.1552734375e-05,0.0
181.172927856,195.269805908,0.299999982119,0.0,179.999755859,0.0
142.360549927,198.759994507,0.299999982119,0.0,-9.1552734375e-05,0.0
142.91998291,195.269989014,0.299999982119,0.0,179.999755859,0.0
142.91998291,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
142.91998291,326.970001221,0.299999982119,0.0,179.999755859,0.0
120.026031494,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
124.739974976,326.970001221,0.299999982119,0.0,179.999755859,0.0
92.1099777222,247.163574219,0.299999982119,0.0,-90.0002975464,0.0
173.119979858,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
173.119979858,326.970001221,0.299999982119,0.0,179.999755859,0.0
199.949981689,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
199.949981689,326.970001221,0.299999982119,0.0,179.999755859,0.0
232.199981689,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
232.199981689,326.970001221,0.299999982119,0.0,179.999755859,0.0
262.599975586,330.539978027,0.299999982119,0.0,-9.1552734375e-05,0.0
262.599975586,327.049987793,0.299999982119,0.0,179.999755859,0.0
301.33996582,330.539978027,0.299999982119,0.0,-9.1552734375e-05,0.0
301.33996582,327.049987793,0.299999982119,0.0,179.999755859,0.0
88.6199798584,299.921295166,0.299999982119,0.0,90.0000457764,0.0
194.46232605,198.759979248,0.299999982119,0.0,-9.1552734375e-05,0.0
195.004821777,195.27003479,0.299999982119,0.0,179.999755859,0.0
358.399963379,330.539978027,0.299999982119,0.0,-9.1552734375e-05,0.0
366.539978027,327.049987793,0.299999982119,0.0,179.999755859,0.0
229.013778687,133.240264893,0.299999982119,0.0,-9.1552734375e-05,0.0
228.994293213,129.750061035,0.299999982119,0.0,179.999755859,0.0
60.1099777222,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
61.2151603699,326.970001221,0.299999982119,0.0,179.999755859,0.0
46.1499786377,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
46.1499786377,326.970001221,0.299999982119,0.0,179.999755859,0.0
92.1099777222,299.781494141,0.299999982119,0.0,-90.0002975464,0.0
22.1799793243,330.459991455,0.299999982119,0.0,-9.1552734375e-05,0.0
22.1799793243,326.970001221,0.299999982119,0.0,179.999755859,0.0
131.729736328,59.3300170898,0.299999982119,0.0,-9.1552734375e-05,0.0
161.103088379,198.759765625,0.299999982119,0.0,-9.1552734375e-05,0.0
116.220909119,59.3300170898,0.299999982119,0.0,-9.1552734375e-05,0.0
118.949996948,55.8400001526,0.299999982119,0.0,179.999755859,0.0
392.470001221,118.739021301,0.299999982119,0.0,90.0000457764,0.0
392.470001221,229.072540283,0.299999982119,0.0,90.0000457764,0.0
396.637573242,318.382263184,0.299999982119,0.0,-89.9999389648,0.0
396.63760376,208.829864502,0.299999982119,0.0,-89.9999389648,0.0
396.63760376,87.529510498,0.299999982119,0.0,-89.9999389648,0.0
2.05293321609,318.382263184,0.299999982119,0.0,-89.9999389648,0.0
2.05293321609,208.601165771,0.299999982119,0.0,-89.9999389648,0.0
2.05293321609,99.2503662109,0.299999982119,0.0,-89.9999389648,0.0
-1.76282799244,9.55975532532,0.299999982119,0.0,90.0000534058,0.0
-1.7628377676,119.341026306,0.299999982119,0.0,90.0000534058,0.0
-1.76285362244,228.691848755,0.299999982119,0.0,90.0000534058,0.0
322.790924072,-2.11408877373,0.299999982119,0.0,-179.999938965,0.0
322.096252441,55.1530914307,0.299999982119,0.0,-179.999938965,0.0
322.096252441,129.359069824,0.299999982119,0.0,-179.999938965,0.0
121.22996521,195.009994507,0.299999982119,0.0,179.999755859,0.0
321.752044678,194.732498169,0.299999982119,0.0,-179.999938965,0.0
321.752044678,326.257446289,0.299999982119,0.0,-179.999938965,0.0
212.642303467,326.257446289,0.299999982119,0.0,-179.999938965,0.0
212.642303467,194.772918701,0.299999982119,0.0,-179.999938965,0.0
212.642303467,129.361618042,0.299999982119,0.0,-179.999938965,0.0
339.009124756,314.886291504,0.299999982119,0.0,-89.9999389648,0.0
92.485244751,314.886291504,0.299999982119,0.0,-89.9999389648,0.0
105.571983337,199.441833496,0.299999982119,0.0,6.1035152612e-05,0.0
210.867004395,199.441833496,0.299999982119,0.0,6.1035152612e-05,0.0
210.867004395,133.647964478,0.299999982119,0.0,6.1035152612e-05,0.0
-1.98001945019,249.429992676,0.299999982119,0.0,90.0000457764,0.0
105.571983337,133.778152466,0.299999982119,0.0,6.1035152612e-05,0.0
105.571983337,330.850616455,0.299999982119,0.0,6.1035152612e-05,0.0
213.764709473,330.850616455,0.299999982119,0.0,6.1035152612e-05,0.0
88.0358200073,210.670333862,0.299999982119,0.0,90.0000534058,0.0
334.734832764,210.670333862,0.299999982119,0.0,90.0000534058,0.0
213.880447388,59.9026794434,0.299999982119,0.0,6.1035152612e-05,0.0
213.880447388,2.49710392952,0.299999982119,0.0,6.1035152612e-05,0.0
170.547531128,59.9026794434,0.299999982119,0.0,6.1035152612e-05,0.0
212.764572144,55.2399902344,0.299999982119,0.0,-179.999938965,0.0
1.50998044014,249.429992676,0.299999982119,0.0,-90.0002975464,0.0
212.764572144,-2.28657221794,0.299999982119,0.0,-179.999938965,0.0
334.356048584,74.3287277222,0.299999982119,0.0,90.0000534058,0.0
339.018737793,116.545761108,0.299999982119,0.0,-89.9999389648,0.0
88.137008667,77.9356002808,0.299999982119,0.0,90.0000534058,0.0
92.7997055054,116.545761108,0.299999982119,0.0,-89.9999389648,0.0
87.6876831055,145.671295166,0.299999982119,0.0,90.0000534058,0.0
92.7679977417,183.888397217,0.299999982119,0.0,-89.9999923706,0.0
334.215393066,145.671295166,0.299999982119,0.0,90.0000534058,0.0
339.295776367,183.888397217,0.299999982119,0.0,-89.9999923706,0.0
334.835021973,14.2133350372,0.299999982119,0.0,90.0000534058,0.0
-1.28001952171,309.459991455,0.299999982119,0.0,90.0000457764,0.0
339.295776367,45.0781326294,0.299999982119,0.0,-89.9999923706,0.0
153.65826416,14.2133350372,0.299999982119,0.0,90.0000534058,0.0
158.119003296,45.0781326294,0.299999982119,0.0,-89.9999923706,0.0
87.7138824463,14.2133350372,0.299999982119,0.0,90.0000534058,0.0
92.1746292114,45.0781326294,0.299999982119,0.0,-89.9999923706,0.0
104.868797302,59.9901046753,0.299999982119,0.0,0.0,0.0
140.876831055,55.5607795715,0.299999982119,0.0,-179.999984741,0.0
104.868797302,2.46196532249,0.299999982119,0.0,0.0,0.0
140.876831055,-1.96736085415,0.299999982119,0.0,-179.999984741,0.0
352.075531006,2.23016476631,0.299999982119,0.0,0.0,0.0
1.50991392136,295.423309326,0.299999982119,0.0,-90.0002975464,0.0
383.179870605,-2.19916129112,0.299999982119,0.0,-179.999984741,0.0
13.5686426163,2.46196532249,0.299999982119,0.0,0.0,0.0
76.4456634521,-1.96736085415,0.299999982119,0.0,-179.999984741,0.0
13.5686426163,330.46194458,0.299999982119,0.0,0.0,0.0
76.4456634521,326.432617188,0.299999982119,0.0,-179.999984741,0.0
350.872070312,330.94152832,0.299999982119,0.0,0.0,0.0
381.976409912,326.350646973,0.299999982119,0.0,-179.999984741,0.0
381.980072021,330.89151001,0.299999982119,0.0,0.0,0.0
248.705978394,133.239974976,0.299999982119,0.0,-9.1552734375e-05,0.0
12.7856769562,-2.07378196716,0.299999982119,0.0,-179.999984741,0.0
392.470001221,212.899993896,0.299999982119,0.0,90.0000457764,0.0
259.391174316,133.239974976,0.299999982119,0.0,-9.1552734375e-05,0.0
248.398574829,129.749801636,0.299999982119,0.0,179.999755859,0.0
259.598419189,129.749786377,0.299999982119,0.0,179.999755859,0.0
283.645874023,133.43006897,0.299999982119,0.0,-9.1552734375e-05,0.0
283.672271729,129.489974976,0.299999982119,0.0,179.999755859,0.0
161.103088379,195.269760132,0.299999982119,0.0,179.999755859,0.0
121.782653809,198.75843811,0.299999982119,0.0,-9.1552734375e-05,0.0
176.589492798,129.749130249,0.299999982119,0.0,179.999755859,0.0
288.237487793,59.3300094604,0.299999982119,0.0,-9.1552734375e-05,0.0
288.237487793,55.839969635,0.299999982119,0.0,179.999755859,0.0
257.23135376,59.3301353455,0.299999982119,0.0,-9.1552734375e-05,0.0
257.23135376,55.84009552,0.299999982119,0.0,179.999755859,0.0
268.586578369,-1.95991384983,0.299999982119,0.0,179.999633789,0.0
256.551208496,2.02016353607,0.299999982119,0.0,-9.1552734375e-05,0.0
256.551208496,-1.95983636379,0.299999982119,0.0,179.999633789,0.0
293.288818359,2.01992750168,0.299999982119,0.0,-9.1552734375e-05,0.0
293.288818359,-1.96007239819,0.299999982119,0.0,179.999633789,0.0
229.781677246,2.02011203766,0.299999982119,0.0,-9.1552734375e-05,0.0
229.781677246,-1.95988798141,0.299999982119,0.0,179.999633789,0.0
187.523147583,2.02005457878,0.299999982119,0.0,-9.1552734375e-05,0.0
132.359603882,195.010467529,0.299999982119,0.0,179.999755859,0.0
392.470001221,249.429992676,0.299999982119,0.0,90.0000457764,0.0
132.91229248,198.758895874,0.299999982119,0.0,-9.1552734375e-05,0.0
151.119735718,198.759841919,0.299999982119,0.0,-9.1552734375e-05,0.0
151.679168701,195.269836426,0.299999982119,0.0,179.999755859,0.0
170.822845459,198.76008606,0.299999982119,0.0,-9.1552734375e-05,0.0
170.822845459,195.270095825,0.299999982119,0.0,179.999755859,0.0
222.497848511,198.759170532,0.299999982119,0.0,-9.1552734375e-05,0.0
223.668945312,195.269104004,0.299999982119,0.0,179.999755859,0.0
245.850906372,198.759246826,0.299999982119,0.0,-9.1552734375e-05,0.0
247.022003174,195.269180298,0.299999982119,0.0,179.999755859,0.0
270.940856934,199.059661865,0.299999982119,0.0,-9.1552734375e-05,0.0
395.959991455,249.429992676,0.299999982119,0.0,-90.0002975464,0.0
270.940856934,195.569656372,0.299999982119,0.0,179.999755859,0.0
283.021972656,199.0597229,0.299999982119,0.0,-9.1552734375e-05,0.0
283.021972656,195.569717407,0.299999982119,0.0,179.999755859,0.0
307.398132324,199.060714722,0.299999982119,0.0,-9.1552734375e-05,0.0
307.398132324,195.570724487,0.299999982119,0.0,179.999755859,0.0
92.1099777222,285.253204346,0.299999982119,0.0,-90.0002975464,0.0
88.619972229,275.477905273,0.299999982119,0.0,90.0000457764,0.0
92.1099700928,275.338104248,0.299999982119,0.0,-90.0002975464,0.0
88.619972229,263.147369385,0.299999982119,0.0,90.0000457764,0.0
92.1099700928,263.007598877,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,308.209991455,0.299999982119,0.0,90.0000457764,0.0
88.6199798584,247.458084106,0.299999982119,0.0,90.0000457764,0.0
395.959991455,308.209991455,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,68.8600387573,0.299999982119,0.0,90.0000457764,0.0
395.959991455,68.8600387573,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,105.38999939,0.299999982119,0.0,90.0000457764,0.0
395.959991455,105.38999939,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,9.18665790558,0.299999982119,0.0,90.0000457764,0.0
395.959991455,164.169998169,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,19.9200382233,0.299999982119,0.0,90.0000457764,0.0
396.449981689,19.9200382233,0.299999982119,0.0,-90.0002975464,0.0
378.179992676,2.02003908157,0.299999982119,0.0,-9.1552734375e-05,0.0
370.150665283,-1.95993292332,0.299999982119,0.0,179.999633789,0.0
366.535766602,2.02002334595,0.299999982119,0.0,-9.1552734375e-05,0.0
358.744171143,-1.95993292332,0.299999982119,0.0,179.999633789,0.0
334.829986572,226.653869629,0.299999982119,0.0,90.0000457764,0.0
306.289978027,2.02001953125,0.299999982119,0.0,-9.1552734375e-05,0.0
88.6199798584,285.393005371,0.299999982119,0.0,90.0000457764,0.0
278.809997559,2.02001953125,0.299999982119,0.0,-9.1552734375e-05,0.0
278.809997559,-1.95998036861,0.299999982119,0.0,179.999633789,0.0
244.099990845,2.02001953125,0.299999982119,0.0,-9.1552734375e-05,0.0
244.099990845,-1.95998036861,0.299999982119,0.0,179.999633789,0.0
200.632644653,2.02003407478,0.299999982119,0.0,-9.1552734375e-05,0.0
200.496673584,-1.9599224329,0.299999982119,0.0,179.999633789,0.0
173.149993896,2.02001953125,0.299999982119,0.0,-9.1552734375e-05,0.0
185.559997559,-1.95998036861,0.299999982119,0.0,179.999633789,0.0
338.979980469,226.75,0.299999982119,0.0,-90.0002975464,0.0
130.803665161,2.02001953125,0.299999982119,0.0,-9.1552734375e-05,0.0
130.365280151,-1.95999014378,0.299999982119,0.0,179.999633789,0.0
116.972602844,2.01999640465,0.299999982119,0.0,-9.1552734375e-05,0.0
116.63999939,-1.95999014378,0.299999982119,0.0,179.999633789,0.0
62.1299972534,2.02001452446,0.299999982119,0.0,-9.1552734375e-05,0.0
64.3614654541,-1.95999503136,0.299999982119,0.0,179.999633789,0.0
47.9399986267,2.02001452446,0.299999982119,0.0,-9.1552734375e-05,0.0
47.9399986267,-1.95999503136,0.299999982119,0.0,179.999633789,0.0
338.979980469,273.925994873,0.299999982119,0.0,-90.0002975464,0.0
29.9119739532,-1.95999872684,0.299999982119,0.0,179.999633789,0.0
335.489990234,249.429992676,0.299999982119,0.0,90.0000457764,0.0
1.55999755859,22.4400196075,0.299999982119,0.0,-90.0004043579,0.0
-1.5362957716,26.7667140961,0.299999982119,0.0,89.9996109009,0.0
1.5599950552,48.7000198364,0.299999982119,0.0,-90.0004043579,0.0
-1.90844869614,48.7000007629,0.299999982119,0.0,89.9996109009,0.0
1.5599950552,79.3200149536,0.299999982119,0.0,-90.0004043579,0.0
-1.74060714245,79.3199996948,0.299999982119,0.0,89.9996109009,0.0
1.55999016762,120.020019531,0.299999982119,0.0,-90.0004043579,0.0
392.470001221,87.4105148315,0.299999982119,0.0,90.0000457764,0.0
1.55999016762,149.83001709,0.299999982119,0.0,-90.0004043579,0.0
-2.42000961304,149.830001831,0.299999982119,0.0,89.9996109009,0.0
338.979980469,249.429992676,0.299999982119,0.0,-90.0002975464,0.0
1.55998039246,187.970016479,0.299999982119,0.0,-90.0004043579,0.0
-2.4200193882,187.970001221,0.299999982119,0.0,89.9996109009,0.0
88.6199874878,169.849990845,0.299999982119,0.0,90.0000457764,0.0
92.1099014282,170.544021606,0.299999982119,0.0,-90.0002975464,0.0
395.959991455,191.069366455,0.299999982119,0.0,-90.0002975464,0.0
92.1099853516,159.949996948,0.299999982119,0.0,-90.0002975464,0.0
88.6199874878,111.189239502,0.299999982119,0.0,90.0000457764,0.0
92.1099853516,105.66153717,0.299999982119,0.0,-90.0002975464,0.0
88.6199874878,101.833946228,0.299999982119,0.0,90.0000457764,0.0
92.1099853516,94.0930557251,0.299999982119,0.0,-90.0002975464,0.0
335.489990234,298.809997559,0.299999982119,0.0,90.0000457764,0.0
392.470001221,190.624099731,0.299999982119,0.0,90.0000457764,0.0
92.1100006104,81.8316192627,0.299999982119,0.0,-90.0002975464,0.0
392.470001221,163.921447754,0.299999982119,0.0,90.0000457764,0.0
92.1100006104,30.8200092316,0.299999982119,0.0,-90.0002975464,0.0
88.6199951172,26.5599994659,0.299999982119,0.0,90.0000457764,0.0
88.6199874878,90.5833358765,0.299999982119,0.0,90.0000457764,0.0
268.586578369,2.02008605003,0.299999982119,0.0,-9.1552734375e-05,0.0
119.469985962,129.75,0.299999982119,0.0,179.999755859,0.0
128.949981689,133.240020752,0.299999982119,0.0,-9.1552734375e-05,0.0
128.949981689,129.75,0.299999982119,0.0,179.999755859,0.0
338.979980469,301.259979248,0.299999982119,0.0,-90.0002975464,0.0
157.189987183,133.240020752,0.299999982119,0.0,-9.1552734375e-05,0.0
157.189987183,129.75,0.299999982119,0.0,179.999755859,0.0
191.319992065,133.240020752,0.299999982119,0.0,-9.1552734375e-05,0.0
191.319992065,129.75,0.299999982119,0.0,179.999755859,0.0
220.136810303,133.240142822,0.299999982119,0.0,-9.1552734375e-05,0.0
219.645019531,129.749954224,0.299999982119,0.0,179.999755859,0.0
237.699996948,133.239990234,0.299999982119,0.0,-9.1552734375e-05,0.0
237.699996948,129.75,0.299999982119,0.0,179.999755859,0.0
270.799987793,133.430038452,0.299999982119,0.0,-9.1552734375e-05,0.0
271.040008545,129.489990234,0.299999982119,0.0,179.999755859,0.0
